12,12,12,12,12,12,12,12,12,11,13,12,12,11,11,10,11,11,11,11,11,11,9,10,10,10,10,10,9,10,10,10,10,10,10,9,10,10,9,9,9,9,8,9,10,10,10,10,10,9,10,11,11,11,11,11,11,11,0
12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,9,9,9,8,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,11,0
12,10,10,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,8,8,8,7,7,7,7,7,8,8,9,10,0
12,9,8,7,7,6,6,6,6,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,5,5,5,6,6,6,7,7,7,7,9,0
11,9,8,7,7,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,7,8,8,8,9,0
12,9,8,7,7,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,7,8,8,10
12,9,8,7,7,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,7,8,8,10
12,11,10,10,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,5,5,6,6,7,7,7,8,8,9,9,10
12,11,10,10,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,5,5,5,6,6,7,7,8,8,9,10,10,10
12,9,9,8,8,6,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5,6,6,6,7,7,7,8,8,9,10,10,10
12,9,9,8,8,7,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,5,5,6,6,7,7,7,7,8,9,9,10,10,11
11,9,9,8,8,7,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,5,6,7,7,7,7,7,7,8,8,9,10,10,10,10,10
12,10,9,8,8,7,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,8,8,9,9,8,8,8,8,8,9,10,10,10,10,10
12,10,9,8,8,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5,4,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,5,6,7,8,8,9,10,10,10,11,11,12,12,12,12,12,12,12,10,15,15
12,10,10,9,8,7,7,7,6,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,6,6,6,6,8,8,8,9,9,11,12,12,18,18,18,18,18,18,0,0,15,15
12,11,9,8,8,8,8,7,7,6,6,6,6,6,6,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,8,8,8,9,9,9,10,11,18,18,18,18,18,18,18,18,18,0,0,15,15
12,11,10,9,8,8,8,8,8,7,7,7,7,7,8,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,10,10,10,,11,18,18,18,18,18,18,11,12,11,12,4,15
12,10,10,9,8,8,8,8,8,8,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,8,8,8,9,9,9,9,9,9,10,10,10,10,12,18,18,18,18,18,12,0,12,9,12,4,8,8
12,10,10,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,9,9,9,9,10,10,10,10,10,10,10,10,10,12,18,18,18,18,18,8,0,12,9,16,16,8,8,8
12,10,10,9,10,10,10,10,9,11,11,11,11,11,10,11,11,11,11,10,11,10,10,10,9,10,10,10,10,9,10,10,10,10,10,10,9,8,9,9,9,9,9,9,9,10,11,11,11,11,11,8,8,8,9,0,0,8,8
